n,Marca temporal,1) ¿Cuál es su nivel más alto de estudios?,2) ¿Cuál es su edad?,3) Indique su sexo,4) Estado civil,5) ¿Actualmente se encuentra trabajando?,"6) ¿Cuántas horas a la semana trabaja? (si no trabaja, escriba un cero)",7) ¿Tienes hijos(as) o personas a su cuidado actualmente?,8) Ingresos económicos de su hogar aproximado (en pesos) en total.,9) Tipo de establecimiento secundario del que egresó,10) Tipo de formación en su educación secundaria,11) Nivel educativo alcanzado por su madre/tutor (seleccione la última cursada y aprobada),12) Nivel educativo alcanzado por su padre/tutor (seleccione la última cursada y aprobada),13) Usted está diagnosticado de acuerdo a las siguientes categorías:,emp_1,emp_2,emp_3,emp_4,emp_5,emp_6,emp_7,emp_8,emp_9,emp_10,control_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,sq_7,sq_8,sq_9,sq_10,control_2,ale_1,ale_2,ale_3,ale_4,ale_5,ale_6,ale_7,ale_8,ale_9,ale_10,ale_11,ale_12,ale_13,ale_14,ale_15,ale_16,ale_17,ale_18,ale_19,ale_20,ie_1,ie_2,ie_3,ie_4,ie_5,ie_6,ie_7,ie_8,ie_9,ie_10,ie_11,ie_12,ie_13,ie_14,ie_15,ie_16,ie_17,ie_18,ie_19,ie_20,ie_21,ie_22,ie_23,ie_24,control_3,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_7,EQ_total,SQ_total,ale1_iden_sent,ale2_des_sent,ale3_pen_ext,int_emo_1_perc_emo,int_emo_2_compr_emo,int_emo_3_reg_emo,toma_pers
188,2021/12/02 11:02:25 p. m. GMT,Educación Técnico Profesional Incompleta,20,Mujer,Soltero,No,0,Sí,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza media,Prefiero no responder.,2,1,0,2,1,2,1,2,2,2,1,2,0,2,2,0,1,1,1,1,0,2,5,5,5,5,3,5,5,4,5,3,4,4,5,5,3,1,5,2,4,1,4,3,4,3,5,4,4,3,1,1,1,1,1,1,2,2,1,1,1,1,3,4,5,4,4,5,4,5,5,5,3,5,15,10,35,23,13,30,10,20,32
189,2021/12/03 2:51:08 a. m. GMT,Educacion Universitaria Incompleta,21,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,2,1,2,0,1,1,1,1,2,0,0,1,1,1,1,1,0,2,5,5,4,5,3,5,5,1,5,4,4,5,5,5,4,3,5,4,2,2,3,5,2,3,5,3,4,4,1,1,1,3,1,1,2,2,2,2,1,2,2,2,4,3,4,3,4,4,3,4,3,5,12,8,34,24,12,29,12,18,26
190,2021/12/03 11:30:22 p. m. GMT,Educacion Universitaria Incompleta,24,Hombre,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,2,0,2,0,1,0,0,0,0,1,0,2,1,1,0,1,1,2,1,1,2,5,4,2,2,1,5,5,5,5,1,1,1,2,1,5,3,5,5,5,3,4,5,5,3,5,3,3,3,4,2,2,5,3,2,3,4,4,4,5,5,1,5,5,2,4,5,5,5,3,2,2,4,5,10,25,13,12,31,25,31,26
191,2021/12/05 6:08:00 p. m. GMT,Educacion Universitaria Incompleta,20,Mujer,Soltero,Sí,24,No,900.000 a 1.190.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,1,2,2,2,0,2,5,5,5,5,1,5,5,2,5,2,4,5,5,5,2,2,5,3,3,5,4,4,3,1,5,4,5,4,1,1,1,4,4,1,2,1,1,1,1,1,1,1,5,3,4,4,5,5,2,2,3,5,5,9,35,24,7,30,15,14,26
192,2021/12/05 6:23:03 p. m. GMT,Educación Media Completa,22,Hombre,Soltero,Sí,27,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,1,0,1,2,2,5,4,4,3,2,4,3,2,4,2,3,3,3,2,3,3,2,4,4,1,4,4,4,4,4,4,4,4,2,2,2,4,4,3,4,4,4,4,3,4,4,3,5,3,4,4,4,4,3,4,4,4,5,7,25,15,9,32,25,30,27
193,2021/12/06 5:40:24 p. m. GMT,Educacion Universitaria Incompleta,20,Hombre,Soltero,No,0,No,500.000 a 690.000,Municipal,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,2,1,2,0,2,1,0,1,1,2,2,1,2,1,0,0,2,2,2,2,5,5,3,4,2,4,3,2,4,1,2,5,4,4,2,2,5,4,5,1,3,2,4,4,2,4,4,4,2,2,2,2,4,2,2,4,4,5,3,5,5,5,5,5,4,4,5,5,4,5,3,4,10,14,27,21,7,27,20,37,30
194,2021/12/06 5:41:06 p. m. GMT,Educacion Universitaria Incompleta,21,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,0,0,0,0,2,5,5,1,5,1,5,5,5,5,1,3,5,5,1,1,1,5,5,5,1,2,5,5,5,5,5,5,5,5,5,1,2,1,1,5,1,5,5,1,4,1,5,5,4,4,1,3,5,5,5,3,5,19,8,27,23,8,37,21,30,27
195,2021/12/09 4:34:12 a. m. GMT,Educacion Universitaria Incompleta,24,Mujer,Soltero,Sí,8,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,0,1,0,0,0,2,2,1,0,1,0,1,1,0,0,2,0,2,0,0,2,5,5,5,5,1,3,4,2,3,1,4,4,5,4,1,1,2,5,5,2,5,5,5,5,4,5,5,5,2,2,3,4,4,1,1,2,2,1,1,1,2,3,4,3,4,2,4,4,2,4,4,5,7,6,29,20,5,39,19,17,25
196,2021/12/09 11:15:29 a. m. GMT,Educacion Universitaria Incompleta,24,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Enseñanza básica incompleta,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,2,2,2,1,2,0,1,0,0,0,0,0,2,2,2,5,5,4,1,1,5,4,1,3,1,1,1,3,1,1,1,1,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,20,7,25,9,4,40,39,40,35
197,2021/12/14 3:36:30 p. m. GMT,Educación Media Completa,24,Mujer,Soltero,Sí,45,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza básica completa,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,2,1,1,1,1,1,1,2,2,0,0,0,0,1,0,2,0,2,2,1,1,2,2,1,1,1,1,1,4,2,1,2,2,2,1,5,5,3,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,4,2,5,4,5,11,7,9,10,6,28,32,40,29
198,2021/12/14 3:40:27 p. m. GMT,Educacion Universitaria Incompleta,24,Hombre,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,0,1,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,2,3,3,2,2,2,2,3,4,3,2,2,2,4,4,2,2,2,4,4,1,4,3,2,4,4,2,4,2,2,4,4,4,4,2,4,4,4,4,1,2,3,2,4,2,4,2,2,3,4,4,2,2,8,4,21,11,10,25,28,22,19
199,2021/12/14 3:52:41 p. m. GMT,Educación Universitaria Completa,27,Mujer,Soltero,Sí,48,No,500.000 a 690.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,0,1,0,1,1,1,2,1,1,2,0,2,1,2,1,1,2,1,2,2,5,5,4,5,3,4,4,4,4,2,4,5,4,3,4,4,5,4,3,4,5,3,4,4,5,4,4,4,3,3,3,3,4,3,4,4,5,5,5,4,3,4,5,4,4,2,4,4,3,4,4,5,10,14,28,24,13,33,27,35,26
200,2021/12/14 5:20:54 p. m. GMT,Educación Media Completa,18,Mujer,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,Prefiero no responder.,0,1,0,1,1,0,0,0,0,0,1,1,2,0,0,2,0,1,2,0,1,2,5,5,3,5,3,5,4,5,5,2,3,4,5,5,4,1,5,3,3,1,3,1,1,2,4,3,3,1,2,2,3,1,3,3,3,3,1,3,1,2,3,1,5,3,4,3,3,4,4,3,3,3,3,9,32,22,14,18,20,19,23
201,2021/12/14 6:30:46 p. m. GMT,Educación Media Completa,18,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,0,2,0,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,5,2,5,1,3,1,3,4,2,1,4,1,3,4,1,1,5,5,5,1,5,5,5,5,4,5,5,5,4,5,4,4,5,4,4,4,4,3,4,4,3,2,5,5,4,4,4,3,2,3,3,4,13,18,23,13,9,39,34,30,23
202,2021/12/14 6:32:36 p. m. GMT,Educacion Universitaria Incompleta,20,Hombre,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica completa,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,2,3,2,3,2,2,3,3,2,2,2,4,4,2,2,3,2,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,9,7,18,16,9,31,31,30,27
203,2021/12/14 6:42:21 p. m. GMT,Educacion Universitaria Incompleta,20,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,Algún tipo de Trastorno del Desarrollado no especificado arriba.,2,2,2,1,2,1,2,1,2,0,1,2,0,1,0,0,0,2,2,2,2,2,5,5,3,4,1,5,5,3,5,1,4,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,5,2,2,1,3,4,1,5,5,1,1,1,1,4,4,5,5,4,4,2,5,4,5,5,5,15,11,33,23,6,40,23,22,30
204,2021/12/14 6:46:05 p. m. GMT,Educación Técnico Profesional Incompleta,24,Mujer,Soltero,Sí,45,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,1,2,2,0,1,2,1,1,2,1,1,1,1,1,2,2,5,4,4,3,1,5,3,4,4,1,4,3,4,3,2,1,4,5,5,1,4,4,3,5,5,3,3,4,3,3,3,4,4,3,3,4,5,5,4,5,4,4,5,3,4,4,4,5,4,5,4,1,9,13,28,18,8,31,27,35,27
205,2021/12/14 6:54:48 p. m. GMT,Educacion Universitaria Incompleta,21,Hombre,Soltero,No,0,Sí,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,1,2,1,1,1,1,0,1,2,0,2,1,1,2,1,0,1,0,2,4,3,2,2,1,3,3,3,3,2,2,3,3,2,3,2,5,4,3,2,5,3,2,4,3,3,3,2,3,2,3,4,4,3,3,3,4,4,4,4,4,4,5,5,4,3,4,4,3,5,3,5,9,10,20,15,9,25,25,34,27
206,2021/12/14 6:58:26 p. m. GMT,Educación Media Completa,18,Mujer,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,2,2,2,2,2,0,1,2,0,1,2,1,1,2,2,1,0,2,3,3,4,3,1,5,3,5,3,1,3,4,4,4,1,2,3,2,4,2,5,5,3,3,5,5,5,4,3,3,2,4,4,2,3,3,3,2,2,3,2,4,5,5,4,3,3,5,4,4,3,5,17,12,26,16,8,35,24,26,27
207,2021/12/14 7:04:32 p. m. GMT,Educacion Universitaria Incompleta,20,Hombre,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Técnico profesional,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,0,0,1,2,1,2,0,1,0,0,0,0,0,2,1,0,2,0,2,4,2,1,3,3,3,1,1,3,2,3,3,1,1,3,3,2,5,3,5,4,1,1,2,1,1,3,3,5,3,4,5,5,4,4,4,4,4,3,3,4,3,5,5,4,3,5,5,2,5,3,1,11,5,14,13,9,16,34,31,24
208,2021/12/14 7:10:42 p. m. GMT,Educacion Universitaria Incompleta,20,Mujer,Soltero,No,0,No,700.000 a 890.000,Municipal,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,0,0,1,1,2,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,2,4,3,1,4,1,1,2,1,2,2,2,1,3,2,2,4,1,5,5,3,2,2,2,4,5,1,2,1,2,3,1,4,2,1,4,4,1,1,1,1,1,2,5,1,4,2,4,2,1,1,1,2,5,4,15,11,6,19,21,13,13
209,2021/12/14 8:11:06 p. m. GMT,Educacion Universitaria Incompleta,23,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,0,2,2,0,2,1,0,1,2,2,0,0,0,2,2,1,1,2,2,4,5,4,3,3,5,2,4,3,1,4,3,2,2,1,4,4,4,5,3,4,4,1,4,5,2,3,4,3,2,3,4,4,3,3,3,2,4,4,5,5,3,5,3,4,5,5,4,5,5,3,5,12,12,22,19,9,27,25,31,32
210,2021/12/14 8:12:11 p. m. GMT,Educacion Universitaria Incompleta,22,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,Algún tipo de Trastorno del Desarrollado no especificado arriba.,2,2,2,2,2,1,2,1,1,0,1,0,2,0,0,0,0,0,2,0,0,2,3,2,4,2,1,2,1,3,1,2,1,1,4,5,5,1,4,5,5,1,5,5,5,5,4,2,2,3,3,3,3,4,4,2,3,4,1,1,1,1,1,1,4,2,4,3,3,3,3,3,3,3,15,4,20,10,11,31,26,12,21
211,2021/12/14 10:27:28 p. m. GMT,Educación Universitaria Completa,54,Mujer,Divorciado,Sí,37,Sí,700.000 a 890.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,2,2,2,2,2,1,4,2,0,2,0,1,0,1,0,1,2,2,5,4,2,1,2,1,1,3,1,1,4,1,1,1,1,3,1,4,5,2,5,2,4,5,3,4,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,16,9,12,11,7,33,37,39,33
212,2021/12/15 2:03:53 a. m. GMT,Educación Media Completa,20,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza básica incompleta,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,2,1,1,0,2,0,0,4,1,0,2,2,1,1,0,0,0,0,2,5,5,5,5,4,4,5,5,5,1,2,5,5,4,5,5,5,5,5,5,5,4,2,4,4,5,5,4,1,3,3,4,4,1,1,3,2,2,2,5,3,5,5,4,4,4,3,4,4,2,5,4,7,7,33,22,15,33,20,28,26
213,2021/12/01 9:32:46 p. m. GMT,Educación Media Completa,20,Mujer,Soltero,Sí,44,No,500.000 a 690.000,Municipal,Científico humanista,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,1,2,2,0,2,0,1,0,2,0,0,0,0,2,0,0,0,2,5,5,2,3,1,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,3,3,3,3,3,3,3,3,3,2,5,5,1,1,5,2,4,3,4,5,5,5,2,5,12,4,32,23,10,16,24,24,29
214,2021/12/01 9:34:43 p. m. GMT,Educación Universitaria Completa,32,Mujer,Soltero,Sí,44,No,700.000 a 890.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,0,1,1,1,1,2,1,1,1,0,2,0,1,0,2,0,0,2,2,3,4,1,3,1,2,2,1,2,1,5,5,3,2,2,1,5,4,5,2,3,3,3,4,3,3,3,3,2,2,3,3,4,2,4,4,3,2,2,2,3,3,4,4,4,4,3,4,4,4,3,4,11,8,15,22,5,25,24,23,26
215,2021/12/01 9:36:36 p. m. GMT,Educacion Universitaria Incompleta,37,Mujer,Soltero,Sí,45,Sí,700.000 a 890.000,Particular subvencionado,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,1,2,0,1,0,1,1,0,0,0,0,2,0,0,2,3,1,1,1,2,1,1,4,2,1,2,1,2,1,1,4,2,4,2,2,5,5,4,5,2,4,4,4,5,5,5,4,4,5,5,4,5,5,2,5,4,5,5,1,4,5,3,5,4,3,3,3,17,4,11,7,8,33,37,32,26
216,2021/12/01 9:37:50 p. m. GMT,Educacion Universitaria Incompleta,21,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,1,2,0,1,2,1,2,2,1,2,1,2,2,1,2,3,3,1,3,1,2,1,2,1,1,2,1,1,1,1,1,1,5,5,1,5,5,5,4,3,1,3,3,4,4,5,5,5,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,4,5,5,5,17,16,10,10,5,29,36,34,34
217,2021/12/01 9:40:20 p. m. GMT,Education Técnico Profesional Completa,27,Hombre,Soltero,Sí,44,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,5,1,2,3,3,2,5,2,1,4,1,1,1,3,4,2,4,2,2,4,4,3,4,2,3,4,4,4,4,4,4,3,4,5,3,4,4,3,4,3,4,5,3,4,2,3,4,3,4,4,3,8,3,14,14,12,28,31,30,23
218,2021/12/01 9:44:44 p. m. GMT,Educación Media Incompleta,40,Mujer,Divorciado,Sí,40,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,1,0,0,1,1,0,1,0,2,0,2,0,0,1,0,0,1,0,0,2,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,4,3,3,3,4,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,3,3,3,5,4,24,19,13,27,28,27,22
219,2021/12/01 9:53:01 p. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Incompleta",26,Mujer,Soltero,Sí,44,No,700.000 a 890.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,3,1,1,1,1,1,1,3,1,1,1,2,1,5,5,3,5,4,4,5,2,2,4,4,5,5,5,5,5,4,5,4,5,5,3,4,2,5,5,5,4,5,5,5,5,5,5,5,16,16,8,9,6,30,38,34,35
220,2021/12/01 10:27:39 p. m. GMT,Educacion Universitaria Incompleta,21,Hombre,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,1,1,1,0,2,1,2,1,2,1,0,1,0,0,2,2,1,0,2,1,1,1,2,1,1,1,3,1,1,1,4,1,1,4,3,2,1,3,1,2,2,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,13,9,7,10,9,11,40,40,35
221,2021/12/01 10:38:23 p. m. GMT,Educación Universitaria Completa,24,Hombre,Soltero,Sí,24,No,Sobre los valores anteriores,Municipal,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,1,2,2,1,2,1,2,0,0,0,1,0,0,0,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,1,5,1,3,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,15,7,7,5,8,34,40,40,35
222,2021/12/02 12:35:38 a. m. GMT,Educacion Universitaria Incompleta,22,Mujer,Soltero,Sí,20,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,1,0,1,1,2,0,1,2,0,0,2,0,0,2,2,1,2,2,3,3,1,3,2,3,1,3,1,1,4,4,1,1,3,2,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,4,2,3,3,3,4,4,4,3,3,3,5,4,1,5,5,2,5,5,5,10,11,11,18,9,30,25,29,28
223,2021/12/02 2:06:52 a. m. GMT,Education Técnico Profesional Completa,22,Mujer,Soltero,Sí,60,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,1,1,0,1,1,1,0,2,0,0,0,2,2,0,2,5,4,4,3,1,2,5,2,3,2,4,5,4,3,1,2,5,3,5,5,4,4,2,5,2,3,2,4,4,3,4,4,4,2,2,4,3,3,2,3,4,4,5,3,4,5,2,5,4,5,5,4,14,8,26,21,6,26,27,27,30
224,2021/12/02 2:32:07 a. m. GMT,Educación Universitaria Completa,28,Mujer,Soltero,Sí,45,No,Sobre los valores anteriores,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,2,1,0,2,1,0,0,2,0,0,0,1,2,0,0,2,3,4,1,4,2,2,1,3,1,3,4,4,2,1,3,3,4,3,3,3,3,2,2,3,2,1,3,2,3,3,3,4,3,4,4,3,3,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4,12,5,11,20,11,18,27,32,30
225,2021/12/02 3:16:51 a. m. GMT,Education Técnico Profesional Completa,47,Hombre,Soltero,Sí,40,Sí,500.000 a 690.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,2,0,1,0,2,1,2,1,2,2,2,2,2,0,2,2,1,0,2,3,2,1,3,2,1,1,1,1,1,2,2,2,1,4,4,1,5,5,2,4,4,4,4,4,1,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,4,4,2,2,9,15,10,10,8,25,37,39,22
226,2021/12/02 3:21:06 a. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Incompleta",28,Mujer,Soltero,Sí,45,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,0,1,2,2,2,1,1,2,2,2,2,0,2,2,2,0,0,2,5,3,3,3,4,5,5,3,5,3,3,3,4,3,3,5,5,1,4,2,5,5,5,5,4,5,5,5,2,2,3,5,3,3,3,4,3,3,1,4,3,5,5,3,4,4,3,3,4,5,4,5,16,14,30,17,13,39,25,27,28
227,2021/12/02 3:52:24 a. m. GMT,Education Técnico Profesional Completa,46,Mujer,Soltero,Sí,45,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,1,1,2,2,1,2,1,2,2,0,0,1,1,0,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,4,5,4,5,5,5,5,5,5,5,5,5,1,5,4,4,4,4,5,4,5,4,4,5,5,5,5,5,3,3,15,10,8,5,4,37,36,34,31
228,2021/12/02 1:05:52 p. m. GMT,Education Técnico Profesional Completa,25,Mujer,Soltero,Sí,45,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,2,2,2,2,1,1,1,2,0,0,1,1,2,2,0,0,2,2,3,1,2,3,4,1,4,1,1,2,1,1,1,2,3,2,4,4,1,2,2,3,4,3,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,14,9,11,10,10,23,30,33,27
229,2021/12/03 12:33:52 p. m. GMT,Education Técnico Profesional Completa,57,Mujer,Casado,No,0,Sí,0 a 290.000,Particular subvencionado,Técnico profesional,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,2,2,1,1,0,4,2,0,2,0,1,2,0,0,0,0,2,4,4,3,2,4,5,3,1,4,1,4,1,1,1,2,5,1,3,3,1,5,5,5,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,4,4,1,4,3,2,3,1,5,13,7,21,12,8,34,40,35,19
230,2021/12/03 12:54:51 p. m. GMT,Educación Media Completa,57,Mujer,Soltero,Sí,56,No,700.000 a 890.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,0,0,2,2,1,2,2,1,1,0,1,2,0,1,1,2,1,3,4,5,2,4,3,3,3,2,4,4,3,2,4,3,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,2,3,3,1,4,1,3,8,11,20,21,11,30,34,38,17
231,2021/12/03 12:56:13 p. m. GMT,Educación Universitaria Completa,32,Hombre,Soltero,Sí,44,No,Sobre los valores anteriores,Municipal,Técnico profesional,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,0,1,0,2,2,0,1,2,0,2,1,0,2,1,2,0,2,2,3,1,3,1,1,4,4,5,3,1,4,3,3,4,4,3,2,4,4,4,4,4,4,5,2,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,2,4,5,3,4,3,3,3,3,3,2,2,10,12,24,11,11,32,32,32,19
232,2021/12/03 1:07:04 p. m. GMT,Educacion Universitaria Incompleta,28,Hombre,Soltero,Sí,60,No,700.000 a 890.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,1,1,0,1,1,0,3,2,0,2,2,0,0,2,0,1,1,3,4,4,4,2,2,1,2,2,1,2,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,5,3,4,4,2,4,4,5,8,10,20,19,10,30,26,32,26
