n,Marca temporal,1) ¿Cuál es su nivel más alto de estudios?,2) ¿Cuál es su edad?,3) Indique su sexo,4) Estado civil,5) ¿Actualmente se encuentra trabajando?,"6) ¿Cuántas horas a la semana trabaja? (si no trabaja, escriba un cero)",7) ¿Tienes hijos(as) o personas a su cuidado actualmente?,8) Ingresos económicos de su hogar aproximado (en pesos) en total.,9) Tipo de establecimiento secundario del que egresó,10) Tipo de formación en su educación secundaria,11) Nivel educativo alcanzado por su madre/tutor (seleccione la última cursada y aprobada),12) Nivel educativo alcanzado por su padre/tutor (seleccione la última cursada y aprobada),13) Usted está diagnosticado de acuerdo a las siguientes categorías:,emp_1,emp_2,emp_3,emp_4,emp_5,emp_6,emp_7,emp_8,emp_9,emp_10,control_1,sq_1,sq_2,sq_3,sq_4,sq_5,sq_6,sq_7,sq_8,sq_9,sq_10,control_2,ale_1,ale_2,ale_3,ale_4,ale_5,ale_6,ale_7,ale_8,ale_9,ale_10,ale_11,ale_12,ale_13,ale_14,ale_15,ale_16,ale_17,ale_18,ale_19,ale_20,ie_1,ie_2,ie_3,ie_4,ie_5,ie_6,ie_7,ie_8,ie_9,ie_10,ie_11,ie_12,ie_13,ie_14,ie_15,ie_16,ie_17,ie_18,ie_19,ie_20,ie_21,ie_22,ie_23,ie_24,control_3,iri_1,iri_2,iri_3,iri_4,iri_5,iri_6,iri_7
209,2021/12/14 8:11:06 p. m. GMT,Educacion Universitaria Incompleta,23,Mujer,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,0,2,2,0,2,1,0,1,2,2,0,0,0,2,2,1,1,2,2,4,5,4,3,3,5,2,4,3,1,4,3,2,2,1,4,4,4,5,3,4,4,1,4,5,2,3,4,3,2,3,4,4,3,3,3,2,4,4,5,5,3,5,3,4,5,5,4,5,5,3,5
210,2021/12/14 8:12:11 p. m. GMT,Educacion Universitaria Incompleta,22,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,Algún tipo de Trastorno del Desarrollado no especificado arriba.,2,2,2,2,2,1,2,1,1,0,1,0,2,0,0,0,0,0,2,0,0,2,3,2,4,2,1,2,1,3,1,2,1,1,4,5,5,1,4,5,5,1,5,5,5,5,4,2,2,3,3,3,3,4,4,2,3,4,1,1,1,1,1,1,4,2,4,3,3,3,3,3,3,3
211,2021/12/14 10:27:28 p. m. GMT,Educación Universitaria Completa,54,Mujer,Divorciado,Sí,37,Sí,700.000 a 890.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,2,2,2,2,2,1,4,2,0,2,0,1,0,1,0,1,2,2,5,4,2,1,2,1,1,3,1,1,4,1,1,1,1,3,1,4,5,2,5,2,4,5,3,4,5,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4
212,2021/12/15 2:03:53 a. m. GMT,Educación Media Completa,20,Mujer,Soltero,No,0,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza básica incompleta,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,2,1,1,0,2,0,0,4,1,0,2,2,1,1,0,0,0,0,2,5,5,5,5,4,4,5,5,5,1,2,5,5,4,5,5,5,5,5,5,5,4,2,4,4,5,5,4,1,3,3,4,4,1,1,3,2,2,2,5,3,5,5,4,4,4,3,4,4,2,5,4
213,2021/12/01 9:32:46 p. m. GMT,Educación Media Completa,20,Mujer,Soltero,Sí,44,No,500.000 a 690.000,Municipal,Científico humanista,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,1,2,2,0,2,0,1,0,2,0,0,0,0,2,0,0,0,2,5,5,2,3,1,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,1,1,3,3,3,3,3,3,3,3,3,2,5,5,1,1,5,2,4,3,4,5,5,5,2,5
214,2021/12/01 9:34:43 p. m. GMT,Educación Universitaria Completa,32,Mujer,Soltero,Sí,44,No,700.000 a 890.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,0,1,1,1,1,2,1,1,1,0,2,0,1,0,2,0,0,2,2,3,4,1,3,1,2,2,1,2,1,5,5,3,2,2,1,5,4,5,2,3,3,3,4,3,3,3,3,2,2,3,3,4,2,4,4,3,2,2,2,3,3,4,4,4,4,3,4,4,4,3,4
215,2021/12/01 9:36:36 p. m. GMT,Educacion Universitaria Incompleta,37,Mujer,Soltero,Sí,45,Sí,700.000 a 890.000,Particular subvencionado,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,1,2,0,1,0,1,1,0,0,0,0,2,0,0,2,3,1,1,1,2,1,1,4,2,1,2,1,2,1,1,4,2,4,2,2,5,5,4,5,2,4,4,4,5,5,5,4,4,5,5,4,5,5,2,5,4,5,5,1,4,5,3,5,4,3,3,3
216,2021/12/01 9:37:50 p. m. GMT,Educacion Universitaria Incompleta,21,Mujer,Soltero,No,0,No,0 a 290.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,1,2,0,1,2,1,2,2,1,2,1,2,2,1,2,3,3,1,3,1,2,1,2,1,1,2,1,1,1,1,1,1,5,5,1,5,5,5,4,3,1,3,3,4,4,5,5,5,3,5,5,5,4,1,5,4,5,5,5,4,5,5,5,4,5,5,5
217,2021/12/01 9:40:20 p. m. GMT,Education Técnico Profesional Completa,27,Hombre,Soltero,Sí,44,No,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,4,5,1,2,3,3,2,5,2,1,4,1,1,1,3,4,2,4,2,2,4,4,3,4,2,3,4,4,4,4,4,4,3,4,5,3,4,4,3,4,3,4,5,3,4,2,3,4,3,4,4,3
218,2021/12/01 9:44:44 p. m. GMT,Educación Media Incompleta,40,Mujer,Divorciado,Sí,40,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,1,0,0,1,1,0,1,0,2,0,2,0,0,1,0,0,1,0,0,2,4,4,4,3,3,3,3,3,3,3,4,4,3,4,4,3,4,3,3,3,3,4,3,3,3,4,4,3,4,4,3,4,4,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,3,3,3
219,2021/12/01 9:53:01 p. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Incompleta",26,Mujer,Soltero,Sí,44,No,700.000 a 890.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,3,1,1,1,1,1,1,3,1,1,1,2,1,5,5,3,5,4,4,5,2,2,4,4,5,5,5,5,5,4,5,4,5,5,3,4,2,5,5,5,4,5,5,5,5,5,5,5
220,2021/12/01 10:27:39 p. m. GMT,Educacion Universitaria Incompleta,21,Hombre,Soltero,No,0,No,300.000 a 490.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,1,2,1,1,1,0,2,1,2,1,2,1,0,1,0,0,2,2,1,0,2,1,1,1,2,1,1,1,3,1,1,1,4,1,1,4,3,2,1,3,1,2,2,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
221,2021/12/01 10:38:23 p. m. GMT,Educación Universitaria Completa,24,Hombre,Soltero,Sí,24,No,Sobre los valores anteriores,Municipal,Científico humanista,Universitaria completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,1,2,2,1,2,1,2,0,0,0,1,0,0,0,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,1,5,1,3,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
222,2021/12/02 12:35:38 a. m. GMT,Educacion Universitaria Incompleta,22,Mujer,Soltero,Sí,20,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,2,1,1,1,0,1,1,2,0,1,2,0,0,2,0,0,2,2,1,2,2,3,3,1,3,2,3,1,3,1,1,4,4,1,1,3,2,4,4,4,3,4,4,3,4,4,4,4,3,3,3,3,4,4,2,3,3,3,4,4,4,3,3,3,5,4,1,5,5,2,5,5,5
223,2021/12/02 2:06:52 a. m. GMT,Education Técnico Profesional Completa,22,Mujer,Soltero,Sí,60,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,2,1,1,0,1,1,1,0,2,0,0,0,2,2,0,2,5,4,4,3,1,2,5,2,3,2,4,5,4,3,1,2,5,3,5,5,4,4,2,5,2,3,2,4,4,3,4,4,4,2,2,4,3,3,2,3,4,4,5,3,4,5,2,5,4,5,5,4
224,2021/12/02 2:32:07 a. m. GMT,Educación Universitaria Completa,28,Mujer,Soltero,Sí,45,No,Sobre los valores anteriores,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,2,1,0,2,1,0,0,2,0,0,0,1,2,0,0,2,3,4,1,4,2,2,1,3,1,3,4,4,2,1,3,3,4,3,3,3,3,2,2,3,2,1,3,2,3,3,3,4,3,4,4,3,3,4,4,4,5,4,4,4,4,4,5,4,4,5,4,4
225,2021/12/02 3:16:51 a. m. GMT,Education Técnico Profesional Completa,47,Hombre,Soltero,Sí,40,Sí,500.000 a 690.000,Municipal,Científico humanista,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,2,0,1,0,2,1,2,1,2,2,2,2,2,0,2,2,1,0,2,3,2,1,3,2,1,1,1,1,1,2,2,2,1,4,4,1,5,5,2,4,4,4,4,4,1,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,4,4,2,2
226,2021/12/02 3:21:06 a. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Incompleta",28,Mujer,Soltero,Sí,45,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,2,2,0,1,2,2,2,1,1,2,2,2,2,0,2,2,2,0,0,2,5,3,3,3,4,5,5,3,5,3,3,3,4,3,3,5,5,1,4,2,5,5,5,5,4,5,5,5,2,2,3,5,3,3,3,4,3,3,1,4,3,5,5,3,4,4,3,3,4,5,4,5
227,2021/12/02 3:52:24 a. m. GMT,Education Técnico Profesional Completa,46,Mujer,Soltero,Sí,45,Sí,300.000 a 490.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,2,1,1,2,2,1,2,1,2,2,0,0,1,1,0,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,4,4,5,4,5,5,5,5,5,5,5,5,5,1,5,4,4,4,4,5,4,5,4,4,5,5,5,5,5,3,3
228,2021/12/02 1:05:52 p. m. GMT,Education Técnico Profesional Completa,25,Mujer,Soltero,Sí,45,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,1,2,2,2,2,1,1,1,2,0,0,1,1,2,2,0,0,2,2,3,1,2,3,4,1,4,1,1,2,1,1,1,2,3,2,4,4,1,2,2,3,4,3,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4
229,2021/12/03 12:33:52 p. m. GMT,Education Técnico Profesional Completa,57,Mujer,Casado,No,0,Sí,0 a 290.000,Particular subvencionado,Técnico profesional,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,1,2,2,1,1,0,4,2,0,2,0,1,2,0,0,0,0,2,4,4,3,2,4,5,3,1,4,1,4,1,1,1,2,5,1,3,3,1,5,5,5,3,4,3,5,4,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,4,4,1,4,3,2,3,1,5
230,2021/12/03 12:54:51 p. m. GMT,Educación Media Completa,57,Mujer,Soltero,Sí,56,No,700.000 a 890.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,1,0,1,0,0,2,2,1,2,2,1,1,0,1,2,0,1,1,2,1,3,4,5,2,4,3,3,3,2,4,4,3,2,4,3,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,4,2,3,3,1,4,1,3
231,2021/12/03 12:56:13 p. m. GMT,Educación Universitaria Completa,32,Hombre,Soltero,Sí,44,No,Sobre los valores anteriores,Municipal,Técnico profesional,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,0,1,0,2,2,0,1,2,0,2,1,0,2,1,2,0,2,2,3,1,3,1,1,4,4,5,3,1,4,3,3,4,4,3,2,4,4,4,4,4,4,5,2,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,2,4,5,3,4,3,3,3,3,3,2,2
232,2021/12/03 1:07:04 p. m. GMT,Educacion Universitaria Incompleta,28,Hombre,Soltero,Sí,60,No,700.000 a 890.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,1,1,0,1,1,0,3,2,0,2,2,0,0,2,0,1,1,3,4,4,4,2,2,1,2,2,1,2,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,5,3,4,4,2,4,4,5
234,2021/12/03 1:30:34 p. m. GMT,Educación Media Incompleta,55,Mujer,Soltero,No,0,Sí,0 a 290.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,2,1,1,1,0,0,2,0,3,1,0,1,1,0,1,2,2,2,0,3,3,4,2,2,2,4,3,4,1,3,4,3,1,1,3,3,3,3,2,4,5,5,3,3,3,3,2,1,5,5,5,3,4,4,4,5,3,5,5,5,5,4,5,4,4,3,2,3,3,4,3,2
236,2021/12/03 2:04:30 p. m. GMT,Educación Media Completa,49,Hombre,Divorciado,Sí,72,Sí,900.000 a 1.190.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,2,1,1,2,1,1,1,0,0,0,2,1,0,1,0,0,2,3,2,2,2,2,4,2,4,2,2,2,2,1,2,2,4,2,5,5,3,5,5,5,5,2,4,5,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,4
237,2021/12/03 3:01:35 p. m. GMT,Educacion Universitaria Incompleta,25,Hombre,Soltero,No,0,No,900.000 a 1.190.000,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,1,2,2,1,2,1,0,1,1,1,0,0,2,2,0,0,2,2,2,1,1,1,2,3,1,1,2,1,2,2,1,1,2,2,3,1,4,4,3,4,4,4,5,2,4,4,5,5,5,4,4,5,4,5,4,4,5,4,5,5,5,4,4,4,4,5,5,4,5,4,3
238,2021/12/03 5:39:19 p. m. GMT,Educación Universitaria Completa,25,Hombre,Soltero,Sí,44,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,2,1,1,1,0,0,1,1,1,2,0,0,1,0,1,0,1,1,1,2,3,2,3,4,2,2,2,2,4,2,3,4,2,2,4,5,5,3,5,2,4,4,4,5,4,5,3,4,3,4,2,4,4,3,3,4,3,3,3,4,4,4,5,4,4,4,4,4,4,4,2,3
239,2021/12/03 8:37:18 p. m. GMT,Education Técnico Profesional Completa,36,Hombre,Conviviente,Sí,44,Sí,700.000 a 890.000,Municipal,Técnico profesional,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,2,2,2,0,1,0,0,2,2,1,2,2,0,0,0,1,0,0,1,2,2,5,5,1,2,1,4,4,1,5,1,4,4,1,4,4,3,4,5,5,3,5,3,2,3,1,2,5,5,5,5,4,4,4,5,4,4,5,5,3,5,4,5,5,4,4,2,4,4,3,4,3,5
240,2021/12/10 1:26:51 p. m. GMT,Educación Universitaria Completa,31,Mujer,Soltero,Sí,40,No,500.000 a 690.000,Particular subvencionado,Científico humanista,Enseñanza básica completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,2,1,1,1,1,1,1,1,0,2,0,2,2,2,2,0,1,2,4,4,4,4,3,5,5,4,4,2,4,5,4,5,3,4,5,4,4,3,4,4,3,4,4,4,4,4,3,3,2,3,3,3,4,2,3,4,3,3,4,4,5,3,4,3,4,4,2,4,2,1
241,2021/12/10 1:46:53 p. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Incompleta",36,Mujer,Soltero,Sí,44,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,2,0,0,1,1,1,2,1,1,0,0,0,1,0,2,1,0,0,2,2,2,1,2,2,2,2,4,1,2,2,5,2,2,4,5,4,3,4,2,4,3,2,4,2,2,3,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,2,4,4,4,4,3,3
242,2021/12/10 3:40:28 p. m. GMT,Education Técnico Profesional Completa,29,Hombre,Soltero,Sí,30,Sí,500.000 a 690.000,Municipal,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,0,1,0,0,2,2,1,2,0,2,2,2,2,2,0,1,0,2,4,3,3,2,3,1,3,2,1,1,1,1,3,2,2,3,4,5,5,1,5,5,5,3,4,4,5,5,3,5,4,4,5,5,3,4,2,4,3,4,2,5,5,4,4,2,4,5,2,4,3,5
243,2021/12/10 5:40:11 p. m. GMT,Educacion Universitaria Incompleta,20,Mujer,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,1,0,0,1,1,0,0,1,1,2,1,2,2,0,1,1,0,1,1,1,0,2,1,4,1,3,2,1,1,2,1,1,2,1,1,3,2,2,2,5,5,1,4,4,1,2,5,2,1,2,4,5,4,5,5,5,5,4,4,4,3,4,4,4,5,2,4,4,4,5,3,4,4,4
244,2021/12/10 10:59:17 p. m. GMT,Educación Universitaria Completa,31,Mujer,Soltero,Sí,40,No,Sobre los valores anteriores,Municipal,Científico humanista,Enseñanza básica incompleta,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,2,0,1,2,0,2,0,1,0,0,1,2,2,2,2,2,2,2,2,2,0,2,1,3,2,1,1,3,3,3,1,1,1,1,1,1,5,1,1,3,5,1,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,3,1,1,1,5,5,5,1,4,5,5,5,3,5,5,5
245,2021/12/10 11:02:01 p. m. GMT,Educación Universitaria Completa,30,Mujer,Soltero,Sí,42,No,900.000 a 1.190.000,Municipal,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,0,1,2,1,2,0,2,0,1,1,2,2,2,1,2,0,0,0,0,2,5,5,4,4,3,5,5,3,5,1,5,5,4,5,3,3,5,5,5,4,5,5,5,5,5,5,5,5,3,3,1,4,4,3,3,3,5,5,5,5,4,3,5,3,4,3,4,5,4,5,4,4
246,2021/12/10 11:36:36 p. m. GMT,Educacion Universitaria Incompleta,30,Mujer,Soltero,Sí,33,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Enseñanza media,Técnica educación superior completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,1,2,1,2,1,1,2,2,1,1,1,1,0,1,2,1,2,0,1,2,4,4,3,2,2,4,3,3,4,1,2,3,4,4,3,3,4,5,5,3,5,4,4,5,4,5,5,5,5,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,3,5,5,5
247,2021/12/13 1:43:05 a. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Completa",46,Hombre,Soltero,Sí,440,Sí,700.000 a 890.000,Particular subvencionado,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,0,1,2,2,0,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4,5,3,4,5,1,3,1,1,5,2,1,1,1,5,5,1,5,5,5,5,5,5,5,3,3,5,5,5,5,4,4,4,3,3,3,4,4
248,2021/12/16 1:08:23 p. m. GMT,"Educación de Postgrado (Magister, Master o Doctorado) Completa",51,Mujer,Divorciado,Sí,44,Sí,900.000 a 1.190.000,Municipal,Científico humanista,Técnica educación superior completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,0,2,1,0,1,0,2,1,1,0,0,0,2,2,2,0,0,0,0,2,4,2,1,2,2,5,1,5,2,1,1,4,2,4,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,3,4
249,2021/12/16 4:11:10 p. m. GMT,Educacion Universitaria Incompleta,24,Hombre,Soltero,Sí,40,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Técnica educación superior completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,2,2,0,2,2,1,1,1,1,2,1,2,2,2,2,0,0,2,1,0,0,2,4,4,2,1,1,4,4,5,3,1,2,1,1,3,3,5,1,5,5,2,5,5,5,5,3,2,4,4,5,5,5,5,5,3,4,4,4,2,4,5,5,4,5,5,5,1,4,4,1,3,5,3
250,2021/12/16 4:16:43 p. m. GMT,Educacion Universitaria Incompleta,22,Mujer,Soltero,No,0,No,300.000 a 490.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,1,2,2,2,2,2,2,2,0,1,2,0,0,2,0,0,0,2,1,0,2,4,5,1,3,1,4,1,1,3,1,2,2,2,1,1,1,1,2,5,1,5,5,4,5,2,4,4,5,3,4,4,4,4,2,4,5,5,5,4,5,5,5,5,5,4,5,3,5,2,3,4,5
251,2021/12/16 5:11:23 p. m. GMT,Educacion Universitaria Incompleta,23,Hombre,Soltero,No,0,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,2,2,1,2,1,0,1,1,1,2,0,2,0,0,2,2,2,0,2,5,5,1,4,1,5,1,5,5,1,3,1,3,5,5,3,3,5,5,1,3,2,3,3,5,4,2,4,2,3,2,3,2,2,1,1,3,1,1,4,4,4,5,4,4,5,4,4,1,5,1,4
252,2021/12/16 5:16:24 p. m. GMT,Educación Universitaria Completa,29,Mujer,Conviviente,Sí,40,No,900.000 a 1.190.000,Particular subvencionado,Técnico profesional,Enseñanza media,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,2,2,2,2,2,1,1,2,1,0,0,2,0,0,0,0,2,2,0,2,4,5,2,2,5,1,1,1,1,1,1,1,1,1,2,5,5,5,5,1,4,1,1,5,5,1,1,2,4,5,5,5,5,4,5,4,4,1,1,2,4,2,5,4,4,5,5,4,5,5,2,5
253,2021/12/16 5:22:55 p. m. GMT,Education Técnico Profesional Completa,24,Hombre,Soltero,No,0,No,0 a 290.000,Particular subvencionado,Técnico profesional,Enseñanza básica completa,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,1,1,2,1,2,1,1,1,0,1,1,0,2,0,2,1,1,2,4,4,3,2,1,3,3,2,1,1,2,3,1,1,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,5,5,4,4,5,4,5,4,4,2,5,4,3,5,3,4
254,2021/12/16 5:32:10 p. m. GMT,Educacion Universitaria Incompleta,24,Hombre,Soltero,Sí,40,No,700.000 a 890.000,Particular subvencionado,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica incompleta,No estoy diagnosticado con ninguna de las anteriores.,1,0,1,2,2,1,2,0,1,1,1,0,0,1,1,0,0,2,0,1,0,2,3,3,3,3,3,3,3,3,3,1,2,3,1,2,4,4,4,4,3,4,4,3,3,3,1,3,2,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,5,4,4,2,3,4,2,3,5,4
255,2021/12/16 6:09:00 p. m. GMT,Educacion Universitaria Incompleta,18,Hombre,Soltero,No,0,No,900.000 a 1.190.000,Particular subvencionado,Científico humanista,Universitaria completa,Universitaria completa,No estoy diagnosticado con ninguna de las anteriores.,0,1,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,2,3,2,4,3,2,2,2,4,2,1,2,2,2,2,2,3,2,4,5,2,3,4,5,5,2,4,4,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,4,3,3,4,3,5,4,4
256,2021/12/16 6:13:08 p. m. GMT,Educacion Universitaria Incompleta,20,Mujer,Soltero,No,0,Sí,300.000 a 490.000,Municipal,Técnico profesional,Enseñanza básica incompleta,Enseñanza básica completa,No estoy diagnosticado con ninguna de las anteriores.,2,1,0,2,1,2,0,0,1,0,1,0,2,2,0,0,2,1,1,0,0,2,4,5,4,4,1,5,5,1,2,1,3,4,2,4,4,1,5,5,5,1,5,5,5,5,5,5,4,4,3,3,3,3,3,2,4,4,2,2,2,3,5,4,3,4,4,4,3,4,2,5,3,5
257,2021/12/16 6:15:20 p. m. GMT,Educacion Universitaria Incompleta,23,Hombre,Soltero,No,0,No,Sobre los valores anteriores,Particular subvencionado,Científico humanista,Universitaria completa,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,5,5,2,5,2,4,3,4,4,1,5,5,4,4,5,4,5,4,5,5,2,2,2,4,4,2,2,2,2,2,2,4,2,1,4,2,4,4,3,5,5,4,5,4,4,2,5,5,1,4,5,4
258,2021/12/16 6:21:08 p. m. GMT,Educacion Universitaria Incompleta,22,Hombre,Soltero,Sí,48,No,700.000 a 890.000,Particular subvencionado,Científico humanista,Enseñanza media,Enseñanza media,No estoy diagnosticado con ninguna de las anteriores.,1,1,1,2,0,1,1,2,1,2,1,2,2,0,0,1,1,2,2,2,2,2,4,2,1,4,2,1,1,3,3,1,2,3,4,1,3,5,2,4,4,2,5,5,5,5,4,5,5,5,3,4,3,4,5,5,4,4,5,3,1,3,4,4,4,5,4,4,4,4,4,4,3,1
